"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 07, 2012","1,307.05","1,317.30","1,327.40","1,300.50","45.62M","-0.78%"
"Sep 06, 2012","1,317.31","1,316.50","1,327.20","1,316.40","54.83M","0.06%"
"Sep 05, 2012","1,316.47","1,322.80","1,322.80","1,313.00","46.52M","-0.48%"
"Sep 04, 2012","1,322.82","1,330.10","1,333.30","1,319.40","34.50M","-0.54%"
"Sep 03, 2012","1,330.05","1,319.70","1,333.10","1,316.20","34.87M","0.79%"
"Aug 31, 2012","1,319.69","1,319.10","1,325.60","1,315.90","48.24M","0.05%"
"Aug 30, 2012","1,319.07","1,310.10","1,322.50","1,309.40","52.10M","0.69%"
"Aug 29, 2012","1,310.07","1,290.70","1,310.30","1,290.60","56.17M","1.50%"
"Aug 28, 2012","1,290.67","1,280.20","1,294.00","1,280.20","45.03M","0.82%"
"Aug 27, 2012","1,280.22","1,280.70","1,290.80","1,276.70","44.84M","-0.04%"
"Aug 24, 2012","1,280.71","1,276.10","1,290.60","1,271.20","63.64M","0.36%"
"Aug 23, 2012","1,276.07","1,279.30","1,292.60","1,275.90","56.09M","-0.25%"
"Aug 22, 2012","1,279.33","1,289.70","1,302.40","1,279.10","47.00M","-0.80%"
"Aug 21, 2012","1,289.66","1,272.20","1,299.80","1,272.20","91.27M","1.37%"
"Aug 20, 2012","1,272.18","1,337.50","1,337.50","1,270.30","236.03M","-4.89%"
"Aug 17, 2012","1,337.52","1,336.80","1,343.10","1,323.50","55.86M","0.05%"
"Aug 16, 2012","1,336.82","1,327.50","1,339.10","1,326.90","45.92M","0.70%"
"Aug 15, 2012","1,327.48","1,313.50","1,330.90","1,307.30","65.26M","1.06%"
"Aug 14, 2012","1,313.54","1,280.50","1,316.90","1,280.50","83.58M","2.58%"
"Aug 13, 2012","1,280.50","1,290.00","1,297.00","1,280.50","100.96M","-0.74%"
"Aug 10, 2012","1,290.03","1,329.20","1,329.20","1,290.00","161.35M","-2.95%"
"Aug 09, 2012","1,329.25","1,359.40","1,359.40","1,323.40","98.19M","-2.22%"
"Aug 08, 2012","1,359.39","1,393.20","1,393.30","1,356.30","120.36M","-2.43%"
"Aug 07, 2012","1,393.21","1,392.90","1,399.80","1,383.40","71.34M","0.02%"
"Aug 06, 2012","1,392.91","1,375.60","1,393.00","1,375.60","39.31M","1.26%"
"Aug 03, 2012","1,375.58","1,365.60","1,375.60","1,355.20","98.91M","0.73%"
"Aug 02, 2012","1,365.64","1,381.70","1,381.70","1,362.20","104.24M","-1.16%"
"Aug 01, 2012","1,381.67","1,368.80","1,396.40","1,368.70","53.47M","0.94%"
"Jul 31, 2012","1,368.76","1,361.50","1,375.50","1,355.70","58.06M","0.54%"
"Jul 30, 2012","1,361.46","1,353.90","1,367.90","1,353.90","36.74M","0.56%"
"Jul 27, 2012","1,353.90","1,343.50","1,360.20","1,337.10","68.31M","0.77%"
"Jul 26, 2012","1,343.54","1,330.60","1,346.90","1,330.60","33.74M","0.97%"
"Jul 25, 2012","1,330.61","1,320.60","1,330.61","1,318.60","40.65M","0.76%"
"Jul 24, 2012","1,320.61","1,330.40","1,336.90","1,320.60","43.78M","-0.73%"
"Jul 23, 2012","1,330.36","1,350.30","1,350.50","1,330.36","35.32M","-1.48%"
"Jul 20, 2012","1,350.31","1,347.10","1,356.90","1,340.40","40.74M","0.24%"
"Jul 19, 2012","1,347.12","1,323.00","1,347.10","1,323.00","53.82M","1.82%"
"Jul 18, 2012","1,323.02","1,326.30","1,329.70","1,319.60","32.31M","-0.25%"
"Jul 17, 2012","1,326.29","1,309.50","1,332.60","1,305.70","45.17M","1.28%"
"Jul 16, 2012","1,309.49","1,313.40","1,320.20","1,309.49","33.41M","-0.30%"
"Jul 13, 2012","1,313.42","1,317.20","1,323.50","1,307.10","42.97M","-0.28%"
"Jul 12, 2012","1,317.16","1,320.00","1,331.90","1,317.00","39.03M","-0.22%"
"Jul 11, 2012","1,320.04","1,303.50","1,323.70","1,303.40","48.68M","1.27%"
"Jul 10, 2012","1,303.49","1,293.70","1,320.20","1,293.70","46.40M","0.75%"
"Jul 09, 2012","1,293.74","1,280.50","1,302.10","1,277.10","48.52M","1.03%"
"Jul 06, 2012","1,280.54","1,277.50","1,283.80","1,267.60","29.57M","0.24%"
"Jul 05, 2012","1,277.50","1,274.40","1,282.30","1,270.90","31.65M","0.24%"
"Jul 04, 2012","1,274.43","1,277.20","1,282.60","1,271.00","35.72M","-0.22%"
"Jul 03, 2012","1,277.20","1,277.30","1,277.40","1,267.40","39.49M","-0.01%"
"Jul 02, 2012","1,277.33","1,263.70","1,287.30","1,263.60","57.27M","1.08%"
"Jun 29, 2012","1,263.68","1,253.30","1,266.70","1,253.10","67.71M","0.83%"
"Jun 28, 2012","1,253.33","1,257.20","1,260.30","1,249.90","47.80M","-0.31%"
"Jun 27, 2012","1,257.23","1,239.90","1,260.60","1,239.90","33.10M","1.39%"
"Jun 26, 2012","1,239.94","1,230.90","1,243.20","1,230.40","32.80M","0.73%"
"Jun 25, 2012","1,230.93","1,233.10","1,234.20","1,229.90","31.79M","-0.18%"
"Jun 22, 2012","1,233.10","1,233.30","1,246.60","1,229.90","39.78M","-0.02%"
"Jun 21, 2012","1,233.31","1,230.70","1,237.00","1,220.50","82.40M","0.21%"
"Jun 20, 2012","1,230.68","1,247.60","1,253.90","1,230.50","73.35M","-1.36%"
"Jun 19, 2012","1,247.64","1,251.10","1,251.10","1,247.20","17.82M","-0.28%"
"Jun 18, 2012","1,251.09","1,240.50","1,251.10","1,240.50","40.43M","0.85%"
"Jun 15, 2012","1,240.54","1,233.20","1,247.20","1,233.20","44.92M","0.60%"
"Jun 14, 2012","1,233.17","1,236.10","1,240.00","1,232.90","35.65M","-0.24%"
"Jun 13, 2012","1,236.08","1,233.30","1,243.40","1,231.10","39.17M","0.22%"
"Jun 12, 2012","1,233.34","1,247.00","1,250.20","1,233.30","49.81M","-1.10%"
"Jun 08, 2012","1,247.00","1,254.00","1,254.00","1,243.50","36.98M","-0.56%"
"Jun 07, 2012","1,253.96","1,250.60","1,254.10","1,244.30","55.14M","0.27%"
"Jun 06, 2012","1,250.59","1,250.60","1,250.80","1,237.50","39.97M","-0.00%"
"Jun 05, 2012","1,250.65","1,254.30","1,263.90","1,247.00","51.47M","-0.29%"
"Jun 04, 2012","1,254.28","1,248.10","1,261.10","1,236.20","72.42M","0.50%"
"Jun 01, 2012","1,248.06","1,218.50","1,248.10","1,213.50","53.84M","2.43%"
"May 31, 2012","1,218.51","1,221.60","1,221.60","1,208.10","39.59M","-0.25%"
"May 30, 2012","1,221.59","1,218.50","1,221.60","1,206.70","26.45M","0.26%"
"May 29, 2012","1,218.45","1,208.00","1,221.80","1,201.30","33.06M","0.87%"
"May 28, 2012","1,207.97","1,211.30","1,214.80","1,204.50","32.32M","-0.28%"
"May 25, 2012","1,211.31","1,218.20","1,218.20","1,208.10","59.02M","-0.01%"
"May 24, 2012","1,211.48","1,221.70","1,221.70","1,201.80","61.53M","-0.83%"
"May 23, 2012","1,221.57","1,235.60","1,238.90","1,218.10","45.92M","-1.16%"
"May 22, 2012","1,235.92","1,226.20","1,236.00","1,224.60","47.57M","1.49%"
"May 21, 2012","1,217.83","1,217.80","1,224.30","1,206.10","52.89M","0.82%"
"May 18, 2012","1,207.98","1,217.90","1,231.30","1,208.00","78.21M","-1.63%"
"May 17, 2012","1,228.05","1,248.00","1,251.30","1,221.30","60.43M","-1.33%"
"May 16, 2012","1,244.65","1,274.90","1,276.50","1,241.30","83.21M","-2.15%"
"May 15, 2012","1,271.99","1,249.30","1,285.80","1,249.30","103.20M","1.78%"
"May 14, 2012","1,249.71","1,236.50","1,249.71","1,236.50","35.42M","1.09%"
