"Date","Price","Open","High","Low","Vol.","Change %"
"May 10, 2013","10,241.52","10,171.20","10,313.30","10,171.20","16.65M","0.69%"
"May 09, 2013","10,171.23","10,146.40","10,222.30","10,146.40","21.93M","0.24%"
"May 08, 2013","10,146.43","10,177.00","10,219.10","10,098.60","51.69M","-0.30%"
"May 07, 2013","10,176.98","10,403.30","10,403.30","10,126.10","39.42M","-2.18%"
"May 06, 2013","10,403.31","10,442.80","10,496.90","10,377.90","10.51M","-0.38%"
"May 03, 2013","10,442.75","10,482.00","10,502.30","10,405.10","15.30M","-0.37%"
"May 02, 2013","10,482.04","10,565.10","10,566.70","10,455.20","23.94M","-0.79%"
"May 01, 2013","10,565.08","10,634.30","10,638.40","10,549.30","8.63M","-0.65%"
"Apr 30, 2013","10,634.26","10,626.10","10,649.30","10,500.80","21.76M","0.08%"
"Apr 29, 2013","10,626.12","10,578.10","10,667.40","10,575.60","17.41M","0.45%"
"Apr 26, 2013","10,578.08","10,661.70","10,670.80","10,573.70","28.93M","-0.78%"
"Apr 24, 2013","10,661.74","10,521.90","10,661.70","10,500.70","43.16M","1.33%"
"Apr 23, 2013","10,521.92","10,309.00","10,521.90","10,309.00","81.24M","2.06%"
"Apr 22, 2013","10,309.04","10,284.40","10,314.20","10,228.20","11.42M","0.24%"
"Apr 19, 2013","10,284.38","10,338.20","10,377.80","10,206.80","15.47M","-0.52%"
